Type,Domain,Prefix,Namespace,sbr-nl,allowed
namespaces,ocw,ocw-dim,http://www.nltaxonomie.nl/nt14/ocw/20200220/dictionary/ocw-axes,True,True
namespaces,ocw,ocw-dm,http://www.nltaxonomie.nl/nt14/ocw/20200220/dictionary/ocw-domains,True,True
namespaces,ocw,ea,http://xbrl.org/2008/assertion/existence,False,True
namespaces,ocw,nl-cd,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-common-data,True,True
namespaces,ocw,ocw-t,http://www.nltaxonomie.nl/nt14/ocw/20200220/dictionary/ocw-tuples,True,True
namespaces,ocw,ocw-wnt-t,http://www.nltaxonomie.nl/nt14/ocw/20200220/dictionary/ocw-wnt-tuples,True,True
namespaces,ocw,tf,http://xbrl.org/2008/filter/tuple,False,True
namespaces,ocw,kvk-i,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-data,True,True
namespaces,ocw,rj-i,http://www.nltaxonomie.nl/nt14/rj/20191211/dictionary/rj-data,True,True
namespaces,ocw,jenv-bw2-i,http://www.nltaxonomie.nl/nt14/jenv/20191211/dictionary/jenv-bw2-data,True,True
namespaces,ocw,xbrldi,http://xbrl.org/2006/xbrldi,False,True
namespaces,ocw,rj-dim,http://www.nltaxonomie.nl/nt14/rj/20191211/dictionary/rj-axes,True,True
namespaces,ocw,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,ocw,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,ocw,ocw-wnt-types,http://www.nltaxonomie.nl/nt14/ocw/20200220/dictionary/ocw-wnt-types,True,True
namespaces,ocw,nl-types,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-types,True,True
namespaces,ocw,num,http://www.xbrl.org/dtr/type/numeric,False,False
namespaces,ocw,ocw-codes,http://www.nltaxonomie.nl/nt14/ocw/20200220/dictionary/ocw-codes,True,True
namespaces,ocw,ocw-types,http://www.nltaxonomie.nl/nt14/ocw/20200220/dictionary/ocw-types,True,True
namespaces,ocw,ocw-wnt-codes,http://www.nltaxonomie.nl/nt14/ocw/20200220/dictionary/ocw-wnt-codes,True,True
namespaces,ocw,ocw-wnt-dm,http://www.nltaxonomie.nl/nt14/ocw/20200220/dictionary/ocw-wnt-domains,True,True
namespaces,ocw,ocw-lr,http://www.nltaxonomie.nl/nt14/ocw/20200220/dictionary/ocw-linkroles,True,True
namespaces,ocw,ocw-wnt-lr,http://www.nltaxonomie.nl/nt14/ocw/20200220/dictionary/ocw-wnt-linkroles,True,True
namespaces,ocw,formula,http://xbrl.org/2008/formula,False,True
namespaces,ocw,ocw-abstr,http://www.nltaxonomie.nl/nt14/ocw/20200220/presentation/ocw-abstracts,True,True
namespaces,ocw,table,http://xbrl.org/2014/table,False,False
namespaces,ocw,kvk-abstr,http://www.nltaxonomie.nl/nt14/kvk/20191211/presentation/kvk-abstracts,True,True
namespaces,ocw,rj-dm,http://www.nltaxonomie.nl/nt14/rj/20191211/dictionary/rj-domains,True,True
namespaces,ocw,jenv-bw2-abstr,http://www.nltaxonomie.nl/nt14/jenv/20191211/presentation/jenv-bw2-abstracts,True,True
namespaces,ocw,bzk-wnt-abstr,http://www.nltaxonomie.nl/nt14/bzk/20191211/presentation/bzk-wnt-abstracts,True,True
namespaces,ocw,ocw-wnt-abstr,http://www.nltaxonomie.nl/nt14/ocw/20200220/presentation/ocw-wnt-abstracts,True,True
namespaces,ocw,ocw-rpt-wnt,http://www.nltaxonomie.nl/nt14/ocw/20200220/entrypoints/ocw-rpt-wnt-2019,True,True
namespaces,ocw,ocw-rpt-jaarverantwoording-mbo,http://www.nltaxonomie.nl/nt14/ocw/20200220/entrypoints/ocw-rpt-jaarverantwoording-mbo-2019,True,True
namespaces,ocw,ocw-rpt-jaarverantwoording-po_vo,http://www.nltaxonomie.nl/nt14/ocw/20200220/entrypoints/ocw-rpt-jaarverantwoording-po_vo-2019,True,True
namespaces,ocw,ocw-rpt-jaarverantwoording-hbo_wo,http://www.nltaxonomie.nl/nt14/ocw/20200220/entrypoints/ocw-rpt-jaarverantwoording-hbo_wo-2019,True,True
namespaces,rj,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,rj,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,rj,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,rj,gen,http://xbrl.org/2008/generic,False,True
namespaces,rj,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,rj,reference,http://xbrl.org/2008/reference,False,True
namespaces,rj,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,rj,label,http://xbrl.org/2008/label,False,True
namespaces,rj,rj-codes,http://www.nltaxonomie.nl/nt14/rj/20191211/dictionary/rj-codes,True,True
namespaces,rj,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,rj,xs,http://www.w3.org/2001/XMLSchema,False,True
namespaces,rj,iso4217-enum-sbr,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/iso4217-currencycodes-2018-08-02,True,True
namespaces,rj,jenv-codes,http://www.nltaxonomie.nl/nt14/jenv/20191211/dictionary/jenv-codes,True,True
namespaces,rj,nl-codes,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-codes,True,True
namespaces,rj,nl-types,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-types,True,True
namespaces,rj,num,http://www.xbrl.org/dtr/type/numeric,False,False
namespaces,rj,rj-i,http://www.nltaxonomie.nl/nt14/rj/20191211/dictionary/rj-data,True,True
namespaces,rj,rj-dm,http://www.nltaxonomie.nl/nt14/rj/20191211/dictionary/rj-domains,True,True
namespaces,rj,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,rj,rj-dim,http://www.nltaxonomie.nl/nt14/rj/20191211/dictionary/rj-axes,True,True
namespaces,rj,rj-lr,http://www.nltaxonomie.nl/nt14/rj/20191211/presentation/rj-linkroles,True,True
namespaces,rj,rj-abstr,http://www.nltaxonomie.nl/nt14/rj/20191211/presentation/rj-abstracts,True,True
namespaces,rj,rj-rpt-mg,http://www.nltaxonomie.nl/nt14/rj/20191211/entrypoints/rj-rpt-richtlijnen-voor-de-jaarverslaggeving-voor-grote-en-middelgrote-rechtspersonen,True,True
namespaces,rj,rj-rpt-k,http://www.nltaxonomie.nl/nt14/rj/20191211/entrypoints/rj-rpt-richtlijnen-voor-de-jaarverslaggeving-voor-kleine-rechtspersonen,True,True
namespaces,jenv,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,jenv,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,jenv,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,jenv,gen,http://xbrl.org/2008/generic,False,True
namespaces,jenv,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,jenv,jenv-bw2-i,http://www.nltaxonomie.nl/nt14/jenv/20191211/dictionary/jenv-bw2-data,True,True
namespaces,jenv,jenv-codes,http://www.nltaxonomie.nl/nt14/jenv/20191211/dictionary/jenv-codes,True,True
namespaces,jenv,jenv-types,http://www.nltaxonomie.nl/nt14/jenv/20191211/dictionary/jenv-types,True,True
namespaces,jenv,nl-codes,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-codes,True,True
namespaces,jenv,nl-types,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-types,True,True
namespaces,jenv,num,http://www.xbrl.org/dtr/type/numeric,False,False
namespaces,jenv,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,jenv,xs,http://www.w3.org/2001/XMLSchema,False,True
namespaces,jenv,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,jenv,jenv-bw2-dm,http://www.nltaxonomie.nl/nt14/jenv/20191211/dictionary/jenv-bw2-domains,True,True
namespaces,jenv,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,jenv,label,http://xbrl.org/2008/label,False,True
namespaces,jenv,jenv-bw2-dim,http://www.nltaxonomie.nl/nt14/jenv/20191211/dictionary/jenv-bw2-axes,True,True
namespaces,jenv,jenv-bw2-lr,http://www.nltaxonomie.nl/nt14/jenv/20191211/dictionary/jenv-bw2-linkroles,True,True
namespaces,jenv,reference,http://xbrl.org/2008/reference,False,True
namespaces,jenv,jenv-bw2-abstr,http://www.nltaxonomie.nl/nt14/jenv/20191211/presentation/jenv-bw2-abstracts,True,True
namespaces,jenv,jenv-rpt-bw2-bjb,http://www.nltaxonomie.nl/nt14/jenv/20191211/entrypoints/jenv-rpt-bw2-besluit-jaarrekening-banken,True,True
namespaces,jenv,jenv-rpt-bw2-vnvij,http://www.nltaxonomie.nl/nt14/jenv/20191211/entrypoints/jenv-rpt-bw2-vaststellingsbesluit-nadere-voorschriften-inhoud-jaarverslag,True,True
namespaces,jenv,jenv-rpt-bw2-ba10o,http://www.nltaxonomie.nl/nt14/jenv/20191211/entrypoints/jenv-rpt-bw2-besluit-artikel-10-overnamerichtlijn,True,True
namespaces,jenv,jenv-rpt-bw2-baw,http://www.nltaxonomie.nl/nt14/jenv/20191211/entrypoints/jenv-rpt-bw2-besluit-actuele-waarde,True,True
namespaces,jenv,jenv-rpt-bw2-bw2t9,http://www.nltaxonomie.nl/nt14/jenv/20191211/entrypoints/jenv-rpt-bw2-burgerlijk-wetboek-2,True,True
namespaces,jenv,jenv-rpt-bw2-bfw,http://www.nltaxonomie.nl/nt14/jenv/20191211/entrypoints/jenv-rpt-bw2-besluit-fiscale-waarderingsgrondslagen,True,True
namespaces,jenv,jenv-rpt-bw2-buprk,http://www.nltaxonomie.nl/nt14/jenv/20191211/entrypoints/jenv-rpt-bw2-besluit-uitvoering-publicatieverplichtingen-richtlijn-kapitaalvereisten,True,True
namespaces,jenv,jenv-rpt-bw2-bmj,http://www.nltaxonomie.nl/nt14/jenv/20191211/entrypoints/jenv-rpt-bw2-besluit-modellen-jaarrekeningen,True,True
namespaces,iasb,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,iasb,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,iasb,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,iasb,ifrs-smes,http://xbrl.ifrs.org/taxonomy/2019-03-27/ifrs-smes,False,False
namespaces,iasb,info,http://xbrl.iasb.org/info,False,False
namespaces,iasb,nonnum,http://www.xbrl.org/dtr/type/non-numeric,False,False
namespaces,iasb,num,http://www.xbrl.org/dtr/type/numeric,False,False
namespaces,iasb,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,iasb,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,iasb,xl,http://www.xbrl.org/2003/XLink,False,True
namespaces,iasb,xsd,http://www.w3.org/2001/XMLSchema,False,True
namespaces,iasb,ifrs-full,http://xbrl.ifrs.org/taxonomy/2019-03-27/ifrs-full,False,False
namespaces,iasb,ifrs-mc,http://xbrl.ifrs.org/taxonomy/2019-03-27/ifrs-mc,False,False
namespaces,ezk,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,ezk,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,ezk,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,ezk,gen,http://xbrl.org/2008/generic,False,True
namespaces,ezk,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,ezk,reference,http://xbrl.org/2008/reference,False,True
namespaces,ezk,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,ezk,ezk-ncgc-lr,http://www.nltaxonomie.nl/nt14/ezk/20191211/dictionary/ezk-ncgc-linkroles,True,True
namespaces,ezk,xs,http://www.w3.org/2001/XMLSchema,False,True
namespaces,ezk,ezk-ncgc-dm,http://www.nltaxonomie.nl/nt14/ezk/20191211/dictionary/ezk-ncgc-domains,True,True
namespaces,ezk,nl-types,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-types,True,True
namespaces,ezk,label,http://xbrl.org/2008/label,False,True
namespaces,ezk,ezk-ncgc-dim,http://www.nltaxonomie.nl/nt14/ezk/20191211/dictionary/ezk-ncgc-axes,True,True
namespaces,ezk,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,ezk,ezk-ncgc-i,http://www.nltaxonomie.nl/nt14/ezk/20191211/dictionary/ezk-ncgc-data,True,True
namespaces,ezk,nl-codes,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-codes,True,True
namespaces,ezk,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,ezk,ezk-ncgc-abstr,http://www.nltaxonomie.nl/nt14/ezk/20191211/presentation/ezk-ncgc-abstracts,True,True
namespaces,ezk,ezk-rpt-ncgc,http://www.nltaxonomie.nl/nt14/ezk/20191211/entrypoints/ezk-rpt-ncgc-nederlandse-corporate-governance-code,True,True
namespaces,bd,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,bd,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,bd,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,bd,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,bd,gen,http://xbrl.org/2008/generic,False,True
namespaces,bd,label,http://xbrl.org/2008/label,False,True
namespaces,bd,bd-lr-dm,http://www.nltaxonomie.nl/nt14/bd/20191211/validation/bd-linkroles-domains,True,True
namespaces,bd,xs,http://www.w3.org/2001/XMLSchema,False,True
namespaces,bd,bd-lr-dd,http://www.nltaxonomie.nl/nt14/bd/20191211/validation/bd-linkroles-axes,True,True
namespaces,bd,bd-dim-dom,http://www.nltaxonomie.nl/nt14/bd/20191211/validation/bd-domains,True,True
namespaces,bd,bd-types,http://www.nltaxonomie.nl/nt14/bd/20191211/dictionary/bd-types,True,True
namespaces,bd,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,bd,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,bd,bd-lr-hd,http://www.nltaxonomie.nl/nt14/bd/20191211/validation/bd-linkroles-tables,True,True
namespaces,bd,bd-dim-dim,http://www.nltaxonomie.nl/nt14/bd/20191211/validation/bd-axes,True,True
namespaces,bd,bd-lr-def,http://www.nltaxonomie.nl/nt14/bd/20191211/dictionary/bd-linkroles-def,True,True
namespaces,bd,bd-codes,http://www.nltaxonomie.nl/nt14/bd/20191211/dictionary/bd-codes,True,True
namespaces,bd,bd-i,http://www.nltaxonomie.nl/nt14/bd/20191211/dictionary/bd-data,True,True
namespaces,bd,bd-t,http://www.nltaxonomie.nl/nt14/bd/20191211/dictionary/bd-tuples,True,True
namespaces,bd,nl-cd,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-common-data,True,True
namespaces,bd,iso3166-enum-sbr,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/iso3166-countrycodes-2018-11-26,True,True
namespaces,bd,nl-types,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-types,True,True
namespaces,bd,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,bd,bd-dim-mem,http://www.nltaxonomie.nl/nt14/bd/20191211/dictionary/bd-domain-members,True,True
namespaces,bd,bd-lr-pre,http://www.nltaxonomie.nl/nt14/bd/20191211/presentation/bd-linkroles-pre,True,True
namespaces,bd,bd-abstr,http://www.nltaxonomie.nl/nt14/bd/20191211/presentation/bd-abstracts,True,True
namespaces,bd,bd-rpt-icp,http://www.nltaxonomie.nl/nt14/bd/20191211/entrypoints/bd-rpt-icp-opgaaf-2020,True,True
namespaces,bd,bd-rpt-ihz,http://www.nltaxonomie.nl/nt14/bd/20191211/entrypoints/bd-rpt-ihz-aangifte-2019,True,True
namespaces,bd,bd-rpt-ihz-via,http://www.nltaxonomie.nl/nt14/bd/20191211/entrypoints/bd-rpt-ihz-via-2019,True,True
namespaces,bd,bd-rpt-vpb-sba,http://www.nltaxonomie.nl/nt14/bd/20191211/entrypoints/bd-rpt-vpb-sba-2020,True,True
namespaces,bd,bd-rpt-vpb-vrl,http://www.nltaxonomie.nl/nt14/bd/20191211/entrypoints/bd-rpt-vpb-verzoekwijzigingva-2020,True,True
namespaces,bd,bd-rpt-ob,http://www.nltaxonomie.nl/nt14/bd/20191211/entrypoints/bd-rpt-ob-aangifte-2020,True,True
namespaces,bd,bd-rpt-vpb,http://www.nltaxonomie.nl/nt14/bd/20191211/entrypoints/bd-rpt-vpb-aangifte-2019,True,True
namespaces,bd,bd-rpt-ob-sup,http://www.nltaxonomie.nl/nt14/bd/20191211/entrypoints/bd-rpt-ob-suppletie-2020,True,True
namespaces,bd,bd-lr-hd-ext1,http://www.nltaxonomie.nl/nt14/bd/20200219/validation/bd-linkroles-tables-ext1,True,True
namespaces,bd,bd-lr-dd-ext1,http://www.nltaxonomie.nl/nt14/bd/20200219/validation/bd-linkroles-axes-ext1,True,True
namespaces,bd,bd-lr-dm-ext1,http://www.nltaxonomie.nl/nt14/bd/20200219/validation/bd-linkroles-domains-ext1,True,True
namespaces,bd,bd-i-ext1,http://www.nltaxonomie.nl/nt14/bd/20200219/dictionary/bd-data-ext1,True,True
namespaces,bd,bd-t-ext1,http://www.nltaxonomie.nl/nt14/bd/20200219/dictionary/bd-tuples-ext1,True,True
namespaces,bd,bd-codes-ext1,http://www.nltaxonomie.nl/nt14/bd/20200219/dictionary/bd-codes-ext1,True,True
namespaces,bd,bd-types-ext1,http://www.nltaxonomie.nl/nt14/bd/20200219/dictionary/bd-types-ext1,True,True
namespaces,bd,nl-codes,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-codes,True,True
namespaces,bd,bd-lr-def-ext1,http://www.nltaxonomie.nl/nt14/bd/20200219/dictionary/bd-linkroles-def-ext1,True,True
namespaces,bd,bd-lr-pre-ext1,http://www.nltaxonomie.nl/nt14/bd/20200219/presentation/bd-linkroles-pre-ext1,True,True
namespaces,bd,bd-abstr-ext1,http://www.nltaxonomie.nl/nt14/bd/20200219/presentation/bd-abstr-ext1,True,True
namespaces,bd,bd-rpt-zvw-sba,http://www.nltaxonomie.nl/nt14/bd/20200219/entrypoints/bd-rpt-zvw-sba-2019,True,True
namespaces,bd,bd-rpt-agu,http://www.nltaxonomie.nl/nt14/bd/20200219/entrypoints/bd-rpt-ihz-vpb-uitstel-2019,True,True
namespaces,bd,bd-rpt-agu-sba,http://www.nltaxonomie.nl/nt14/bd/20200219/entrypoints/bd-rpt-ihz-vpb-uitstel-sba-2019,True,True
namespaces,bd,bd-rpt-erf,http://www.nltaxonomie.nl/nt14/bd/20200219/entrypoints/bd-rpt-erf-aangifte-2020,True,True
namespaces,bd,bd-rpt-ih-sba,http://www.nltaxonomie.nl/nt14/bd/20200219/entrypoints/bd-rpt-ih-sba-2019,True,True
namespaces,bd,bd-rpt-aga,http://www.nltaxonomie.nl/nt14/bd/20200219/entrypoints/bd-rpt-ihz-vpb-aanwijsposten-2019,True,True
namespaces,bd,bd-rpt-schenk,http://www.nltaxonomie.nl/nt14/bd/20200219/entrypoints/bd-rpt-schenk-aangifte-2020,True,True
namespaces,kvk,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,kvk,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,kvk,bzk-ww-dm,http://www.nltaxonomie.nl/nt14/bzk/20191211/dictionary/bzk-ww-domains,True,True
namespaces,kvk,bzk-ww-i,http://www.nltaxonomie.nl/nt14/bzk/20191211/dictionary/bzk-ww-data,True,True
namespaces,kvk,cf,http://xbrl.org/2008/filter/concept,False,True
namespaces,kvk,crf,http://xbrl.org/2010/filter/concept-relation,False,True
namespaces,kvk,df,http://xbrl.org/2008/filter/dimension,False,False
namespaces,kvk,gen,http://xbrl.org/2008/generic,False,True
namespaces,kvk,jenv-bw2-dim,http://www.nltaxonomie.nl/nt14/jenv/20191211/dictionary/jenv-bw2-axes,True,True
namespaces,kvk,jenv-bw2-i,http://www.nltaxonomie.nl/nt14/jenv/20191211/dictionary/jenv-bw2-data,True,True
namespaces,kvk,rj-i,http://www.nltaxonomie.nl/nt14/rj/20191211/dictionary/rj-data,True,True
namespaces,kvk,va,http://xbrl.org/2008/assertion/value,False,True
namespaces,kvk,variable,http://xbrl.org/2008/variable,False,True
namespaces,kvk,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,kvk,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,kvk,msg,http://xbrl.org/2010/message,False,True
namespaces,kvk,xff,http://www.xbrl.org/2010/function/formula,False,False
namespaces,kvk,xs,http://www.w3.org/2001/XMLSchema,False,True
namespaces,kvk,label,http://xbrl.org/2008/label,False,True
namespaces,kvk,rj-dim,http://www.nltaxonomie.nl/nt14/rj/20191211/dictionary/rj-axes,True,True
namespaces,kvk,jenv-bw2-dm,http://www.nltaxonomie.nl/nt14/jenv/20191211/dictionary/jenv-bw2-domains,True,True
namespaces,kvk,pf,http://xbrl.org/2008/filter/period,False,True
namespaces,kvk,kvk-abstr,http://www.nltaxonomie.nl/nt14/kvk/20191211/presentation/kvk-abstracts,True,True
namespaces,kvk,kvk-i,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-data,True,True
namespaces,kvk,rj-dm,http://www.nltaxonomie.nl/nt14/rj/20191211/dictionary/rj-domains,True,True
namespaces,kvk,ea,http://xbrl.org/2008/assertion/existence,False,True
namespaces,kvk,kvk-dm,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-domains,True,True
namespaces,kvk,acf,http://xbrl.org/2010/filter/aspect-cover,False,True
namespaces,kvk,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,kvk,xfi,http://www.xbrl.org/2008/function/instance,False,False
namespaces,kvk,gpl,http://xbrl.org/2013/preferred-label,False,False
namespaces,kvk,bf,http://xbrl.org/2008/filter/boolean,False,True
namespaces,kvk,bzk-wnt-dim,http://www.nltaxonomie.nl/nt14/bzk/20191211/dictionary/bzk-wnt-axes,True,True
namespaces,kvk,bzk-wnt-i,http://www.nltaxonomie.nl/nt14/bzk/20191211/dictionary/bzk-wnt-data,True,True
namespaces,kvk,nl-cd,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-common-data,True,True
namespaces,kvk,bzk-ww-dim,http://www.nltaxonomie.nl/nt14/bzk/20191211/dictionary/bzk-ww-axes,True,True
namespaces,kvk,kvk-lr-ti,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-housing,True,True
namespaces,kvk,kvk-ifrs-lr,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-ifrs-full,True,True
namespaces,kvk,kvk-codes,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-codes,True,True
namespaces,kvk,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,kvk,kvk-lr-np,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-nonprofit,True,True
namespaces,kvk,kvk-lr-in,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-insurance,True,True
namespaces,kvk,kvk-lr-fr,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-fundraising,True,True
namespaces,kvk,kvk-lr-c,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-cooperatives,True,True
namespaces,kvk,kvk-lr-hc,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-health-care,True,True
namespaces,kvk,kvk-lr-o,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-education,True,True
namespaces,kvk,kvk-lr,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles,True,True
namespaces,kvk,kvk-ifrs-smes-lr,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-ifrs-smes,True,True
namespaces,kvk,kvk-lr-p-f,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-pension-funds,True,True
namespaces,kvk,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,kvk,kvk-lr-p-p-i,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-premium-pension-institutions,True,True
namespaces,kvk,kvk-lr-b,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-banks,True,True
namespaces,kvk,kvk-ifrs-full-dim,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-ifrs-full-axes,True,True
namespaces,kvk,kvk-lr-be,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-investment-firm,True,True
namespaces,kvk,kvk-lr-fd,http://www.nltaxonomie.nl/nt14/kvk/20191211/dictionary/kvk-linkroles-foundations,True,True
namespaces,kvk,nl-codes,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-codes,True,True
namespaces,kvk,nl-types,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/nl-types,True,True
namespaces,kvk,num,http://www.xbrl.org/dtr/type/numeric,False,False
namespaces,kvk,sbi,http://www.nltaxonomie.nl/nt14/sbr/20190320/dictionary/sbi-businesscodes-2018,True,True
namespaces,kvk,formula,http://xbrl.org/2008/formula,False,True
namespaces,kvk,table,http://xbrl.org/2014/table,False,False
namespaces,kvk,ifrs-smes,http://xbrl.ifrs.org/taxonomy/2019-03-27/ifrs-smes,False,False
namespaces,kvk,kvk-ifrs-smes-abstr,http://www.nltaxonomie.nl/nt14/kvk/20191211/presentation/kvk-ifrs-smes-abstracts,True,True
